-1.626373626373627, -0.03289473684210542
-1.417582417582418, -0.03947368421052633
-1.2307692307692315, -0.05921052631578949
-0.9890109890109894, -0.07894736842105277
-0.0769230769230775, -1.144736842105263
-0.08791208791208828, -1.0131578947368414
-0.08791208791208828, -0.9078947368421053
-0.08791208791208828, -0.7631578947368418
-0.08791208791208828, -0.638157894736842
-0.09890109890109956, -0.5
-0.153846153846154, -0.39473684210526305
-0.23076923076923098, -0.27631578947368396
-0.3626373626373629, -0.21052631578947345
-0.5604395604395606, -0.16447368421052644
-0.8021978021978028, -0.11184210526315785
